Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score ,NND,NRI,Reference_ID
1964,"Masjid Salahuddin, As-Suffah Islamic Center",3629 95th Avenue Northeast,Circle Pines,MN,55014,,,,,,https://www.as-suffahmn.org/,,,,,3410
1965,Abubakar As-Saddique Islamic Center,1201 Division Street West,Faribault,MN,55021,,,,2006,,https://abuubakar.org/history/,,,,,3422
1966,Al Hudaa Mosque,7  3Rd ave Ne,Fairbault,MN,55021,,,,-,No Basic Information,,,,,,857
1967,Masjid AbuBakr Al-Seddiq,1400 Cannon Circle Suite 1,Fairhault,MN,55021,,,,2007,,https://religionsmn.carleton.edu/exhibits/show/abubakar-as-saddique-islamic-c/locationtime,,,,,132
1968,Al Hadi Association,17685 Juniper Path,Lakeville,MN,55044,,,,,,https://www.alhadiassociation.com/,,,,,3425
1969,Lakeville Masjid,8670 210th Street West,Lakeville,MN,55044,,,,,,https://masmn.org/,,,,,3424
1970,Lakeville Masjid,8670 210th Street West,Lakeville,MN,55044,,,,,,http://www.masmn.org/,,,,,3438
1971,Masjid Al-Rahmah,509 12th st Ne,Owatonng,MN,55060,,,,2014,,"https://www.causeiq.com/organizations/muslim-society-of-owatonna,208124949/",,,,,1746
1972,Al Madina Association,"2038 Bonaire Path W,",Rosemount,MN,55068,,,,2010,,https://almadinaassociation.org/#about,,,,,631
1973,South Metro Islamic Center,15400 Robert Trail South,Rosemount,MN,55068,,,,2015,,https://www.mapquest.com/us/minnesota/south-metro-islamic-center-377701869,,,,,637
1974,Iqra community center,1044 7th Street West,Saint Paul,MN,55102,,,,,,No website,,,,,3404
1975,Towhid Islamic Community Center,430 Dale Street,Saint Paul,MN,55102,,,,2010,,"https://www.myvillager.com/news/religion/city-council-gives-vacant-islamic-center-a-temporary-reprieve/article_d582e1e4-2b04-4200-bf24-702269c843fa.html#:~:text=Their%20church%20has%20also%20sustained,intention%20of%20restoring%20this%20building.%E2%80%9D",,,,,467
1976,Islamic Dawah Center (Minnesota Dawah Institute),478 University Ave W,St Paul,MN,55103,,,,2007,,https://mndawah.net/about/,,,,,2458
1977,Al-Ihsan Mosque,955 W Minnehaha Ave,St Paul,MN,55104,,,,2009,,"https://www.causeiq.com/organizations/al-lhsan-islamic-center,800205391/",,,,,2461
1978,Darul Uloom Islamic Center,977 5th St E,St Paul,MN,55106,,,,2014,,"https://www.causeiq.com/organizations/darul-uloom-islamic-center,465467400/",,,,,2455
1979,MAS Masjid At Taqwa,1608 Como Ave,St Paul,MN,55108,,,,1993,,https://masmn.org/about-us/,,,,,2456
1980,Assalam Mosque,1460 Skillman Avenue East,Maplewood,MN,55109,,,,1997,,https://prayersconnect.com/mosques/84025274-assalam-mosque-maplewood-minnesota-united-states,,,,,487
1981,Tawhid Islamic Center,1001 Westgate Drive,Saint Paul,MN,55114,,,,,,https://tawhidic.org/,,,,,3401
1982,Darul Iman Masjid,291 McKnight Road South,Saint Paul,MN,55119,,,,,,https://www.facebook.com/DarulimanCenter/,,,,,3405
1983,Masjid Assunnah,373 Pederson st No.102,Saint Paul,MN,55119,,,,2001,,https://www.ianaonline.org/organization/YCl9Oyjx/masjid-assunah-stpaul,,,,,1824
1984,Ramadan Center,291 McKnight Road South,Saint Paul,MN,55119,,,,,,https://ramadancenter.org/,,,,,3402
1985,Masjid As-Sahabah,3435 Washington Dr. Suite 200,Eagan,MN,55122,,,,2007,,"https://www.causeiq.com/organizations/as-sahabah-cultural-association,260234610/",,,,,1809
1986,Masjid Al Wahyain,670 Payne Avenue,Saint Paul,MN,55130,,,,,,https://www.masjidalwahyain.com/,,,,,3403
1987,Quba Islamic Center Chaska,415 North Chestnut Street,Chaska,MN,55318,,,,,,https://masmn.org/quba-islamic-center-of-chaska/,,,,,3411
1988,Al-Itqaan Center,1 2119 16th Avenue South,Burnsville,MN,55337,,,,,,https://www.alitqaan.org/,,,,,3421
1989,Dar-Us-Salam Burnsville,190 River Ridge Circle South,Burnsville,MN,55337,,,,,,https://www.facebook.com/DCCMN/,,,,,3415
1990,Dar-Us-Salam Cultural Center,900 E 128th st,Burnsville,MN,55337,,,,2005,,https://darusalam.org/about-us/,,,,,1066
1991,Madina Community Center,501 State Highway 13,Burnsville,MN,55337,,,,,,,,,,,3414
1992,Madina Community Center,501 State Hwy 13 ,Burnsville,MN,55337,,,,,,https://www.halaltrip.com/mosque-details/8793/madina-community-center/,,,,,3423
1993,Minnesota Islamic Center,12119 16th Avenue South,Burnsville,MN,55337,,,,,,http://www.minnesotaislamiccenter.com/,,,,,3412
1994,The Islamic Institute of Minnesota - Burnsville Mosque,1351 Riverwood Drive,Burnsville,MN,55337,,,,2008,,https://www.islamicinstituteofmn.org/#about,,,,,485
1995,Al-Amaan Community Center,5620 Smetana Drive,Minnetonka,MN,55343,,,,2016,,https://www.startribune.com/minnetonka-approves-first-islamic-community-center/389676321,,,,,2452
1996,eden prairie islamic center,11543 K-Tel Drive,Minnetonka,MN,55343,,,,,,https://www.epislamiccenter.com/,,,,,3377
1997,Islamic Community Center of Minnesota,1429 Northeast 2nd Street,Eden Prairie,MN,55344,,,,1969,,http://www.islamiccentermn.org/icm/user/script_files/aboutus.asp,,,,,3413
1998,Islamic Institute of Minnesota - Eden Prairie Mosque,6871 Flying Cloud Drive,Eden Prairie,MN,55344,,,,1993,,"https://www.feelingblessed.org/organization/detail/iim#:~:text=The%20Islamic%20Institute%20of%20Minnesota,Altawba%20Mosque%20in%20Eden%20Prairie.",,,,,486
1999,Almarwa Islamic Center,6520 Eden Vale Blvd,Eden Prairie,MN,55346,,,,2009,,"https://www.causeiq.com/organizations/irshad-islamic-center,264791012/",,,,,1164
2000,Maple Grove Masjid,10186 Lancaster Ln N,Maple Grove,MN,55369,,,,-,No Basic Information,,,,,,2457
2001,Samaha Islamic Center,214 Holmes Street South,Shakopee,MN,55379,,,,2019,,https://www.twincities.com/2019/11/11/shakopee-planning-commission-approves-permit-for-downtown-mosque/,,,,,553
2002,Samaha Islamic Center,214 Holmes Street South,Shakopee,MN,55379,,,,,,https://www.samahaislamiccenter.org/contact,,,,,3398
2003,Muslim Student Association (Minneapolis College),1501 Hennepin Ave,Minneapolis,MN,55403,,,,,,https://msamctc.wixsite.com/msamctc,,,,,3385
2004,Nurul-Iman Institute,2219 Oakland Avenue,Minneapolis,MN,55404,,,,-,Information Without Year,https://nuuruliimaan.net/,,,,,3384
2005,Nurul-Iman Mosque and Institute,2222 Park Avenue,Minneapolis,MN,55404,,,,,,https://nuuruliimaan.net/,,,,,3383
2006,Tawfiq Islamic Center,2400 Minnehaha Avenue,Minneapolis,MN,55404,,,,2006,,https://www.tawfiqic.org/,,,,,464
2007,Tibyan Community Center,2500 Minnehaha Avenue,Minneapolis,MN,55404,,,,,,https://tibyancenter.org/,,,,,3380
2008,Masjid al Furqaan,1525 Glenwood Avenue,Minneapolis,MN,55405,,,,2014,,"https://www.causeiq.com/organizations/al-furqaan-islaamic-center,271335906/",,,,,756
2009,Al- Hikmah Islamic Center,2323 East Franklin Avenue,Minneapolis,MN,55406,,,,,,http://hikmahcenter.org/,,,,,3437
2010,Masjid Rawdah,2426 E 26th st,Minneapolis,MN,55406,,,,2009,,"https://sahanjournal.com/religion/covid-19-restrictions-end-social-distancing-minnesota-mosques/#:~:text=A%20source%20of%20community,shoulder%2C%20in%20the%20traditional%20fashion.",,,,,1951
2011,Abuubakar As-Saddique Islamic Center,2824 13th ave S,Minneapolis,MN,55407,,,,2006,,https://abuubakar.org/history/,,,,,843
2012,Mercy Center Masjid Alrahma,2647 Bloomington Avenue South,Minneapolis,MN,55407,,,,1999,,https://mccminnesota.org/about-us/,,,,,457
2013,Alhikma Islamic Center,116 East 32nd Street,Minneapolis,MN,55408,,,,,,https://alhikmaa.org/,,,,,3429
2014,Karmel Masjid,2910 S Pillsburg Ave Suite 200,Minneapolis,MN,55408,,,,2012,,"https://www.causeiq.com/organizations/karmel-community-prayer-center,453736911/",,,,,1517
2015,Khalid Binu Walid Center,124 West Lake Street,Minneapolis,MN,55408,,,,,,https://prayersconnect.com/mosques/84070154-khalid-binu-walid-center-minneapolis-minnesota-united-states,,,,,3389
2016,Masjid Umatul Islam Center,3015 2Nd ave S,Minneapolis,MN,55408,,,,1996,,https://religionsmn.carleton.edu/exhibits/show/masjid-an-nur/masjid-an-nur/history,,,,,1990
2017,Tayseer Center,115 E Lake St,Minneapolis,MN,55408,,,,2012,,https://www.facebook.com/TayseerCenter/,,,,,3381
2018,Light Upon Light SUFI Center,3754 Pleasant Avenue,Minneapolis,MN,55409,,,,,,http://lulsuficenter.org/,,,,,3388
2019,Masjid An-Nur,1729 North Lyndale Avenue,Minneapolis,MN,55411,,,,1996,,https://religionsmn.carleton.edu/exhibits/show/masjid-an-nur/masjid-an-nur/history,,,,,562
2020,UthmanIslamic Center,2900 North Lyndale Avenue,Minneapolis,MN,55411,,,,,,https://uthmanislamiccenter.com/,,,,,3379
2021,Al-Ansar Islamic Movement,1600 Lowry Avenue North,Minneapolis,MN,55412,,,,2013,,"https://www.causeiq.com/organizations/al-ansar-islamic-movement-of-minnesota,260588972/",,,,,873
2022,Al-Wafaa Center,3315 North 2nd Street,Minneapolis,MN,55412,,,,,,http://al-wafaa.org/,,,,,3430
2023,Al-Iman Mosque,1429 Northeast 2nd Street,Minneapolis,MN,55413,,,,,,http://iccmn.us/v2/,,,,,3431
2024,Darul Mustafa Center,1723 Adams Street Northeast,Minneapolis,MN,55413,,,,,,,,,,,3426
2025,ICBMN-Islamic Community of Bosniaks in Minnesota,668 Broadway Street Northeast,Minneapolis,MN,55413,,,,,,http://icbmn.org/,,,,,3407
2026,Masjid Al-Iman/Islamic Community Center of Minnesota,1429 2Nd st N,Minneapolis,MN,55413,,,,-,Information Without Year,https://www.mapquest.com/us/minnesota/al-ikhlas-mosque-474280967,,,,,1692
2027,Dar Omar Al-Farooq,983 17th ave Se,Minneapolis,MN,55414,,,,1997,,https://www.facebook.com/p/Dar-Omar-Al-Farooq-100070909086623/,,,,,24
2028,Dar Omar Al-Farooq,983 17th Avenue Southeast,Minneapolis,MN,55414,,,,,,http://daromaralfarooq.org/,,,,,3427
2029,Abu Huraira Mosque,3055 Old Highway 8,Minneapolis,MN,55418,,,,,,,,,,,3434
2030,Dar Al-Qalam Islamic Center,81 NE Lowry Ave,Minneapolis,MN,55418,,,,2012,,http://daralqalam.org/about/history/,,,,,2459
2031,El Trebol Express Inc,2223 Central Avenue Northeast,Minneapolis,MN,55418,,,,,,,,,,,3432
2032,Islamic Cultural Community Center / Masjid Al Huda,2534 Central Avenue North East,Minneapolis,MN,55418,,,,2001,,https://www.ianaonline.org/organization/PjbzhHZm/al-huda-islamic-center,,,,,1688
2033,Masjid Salaama Cultural Center,3141 Central Ave NE,minneapolis,MN,55418,,,,2011,,https://www.salaammasjid.org/,,,,,3399
2034,Salaam Cultural Center,3141 Central Avenue Northeast,Minneapolis,MN,55418,,,,,,https://salaammasjid.org/,,,,,3390
2035,Dar Al Farooq Islamic Center,8201 Park Avenue South,Bloomington,MN,55420,,,,2011,,https://en.wikipedia.org/wiki/Dar_Al-Farooq_Islamic_Center,,,,,460
2036,Abu Khadra Masjid,4056 7th st Ne,Columbia Heights,MN,55421,,,,1976,,https://www.facebook.com/abukhadramasjid/,,,,,841
2037,Building Blocks of Islam,3900 Jackson Street Northeast,Minneapolis,MN,55421,,,,,,https://www.thebuildingblocks.org/,,,,,3428
2038,(Muslim Community Center) Al Rahman,8910 Old Cedar Avenue South #2049,Bloomington,MN,55425,,,,1999,,https://thigmos.com/mcc-al-rahman/about,,,,,2454
2039,Zawadi Prayer area,1701 American Boulevard East,Bloomington,MN,55425,,,,,,https://www.instagram.com/reel/Cx_KCccR7ru/,,,,,3419
2040,Masjid Ishaque,9220 Bass Lake Road,New Hope,MN,55428,,,,,,No website,,,,,3376
2041,Al Hussain mosque,3300 62nd Avenue North,Minneapolis,MN,55429,,,,,,https://www.masjidabuhuraira.org/,,,,,3433
2042,Imam Husain Islamic Center,6120 Brooklyn Blvd,Minneapolis,MN,55429,,,,-,No Basic Information,,,,,,2462
2043,Masjid-Al-Ansar Islamic Community Center,4900 France Avenue North,Minneapolis,MN,55429,,,,2022,,http://masjidalansarmn.com/,,,,,3387
2044,Al-Israa Mosque,6831 Hwy 65 NE,Fridley,MN,55432,,,,2015,,"https://www.causeiq.com/organizations/masjid-al-israa,464946158/",,,,,2460
2045,Bilal Oromo Dawa Center,7200 University Avenue NE,Minneapolis,MN,55432,,,,,,https://bilalodc.wixsite.com/bilalodcenter,,,,,3378
2046,Islamic Center of Minn,1401 Gardena ave Ne,Minneapolis,MN,55432,,,,1987,,https://www.givemn.org/organization/Islamic-Center-Of-Minnesota,,,,,1287
2047,Nusrat Mosque - Ahmadiyya Community Minnesota Chapter,11450 Robinson Drive,Coon Rapids,MN,55433,,,,,,,,,,,3409
2048,Baitul Maqdis Mosque,3680 Pheasant Ridge Drive Northeast,Blaine,MN,55434,,,,,,,,,,,3420
2049,Al Muhaajereen Wal Ansarr Islamic Studies & Community Center,7710 Brooklyn Boulevard,Brooklyn Park,MN,55443,,,,,,,,,,,3418
2050,Masjid Ar-Rahim Islamic Community Center,5820 74th Avenue North,Brooklyn Park,MN,55443,,,,,,https://masjiduarrahimmn.org/,,,,,3417
2051,Masjid Ibadur Rahman,6001 78th Avenue North,Brooklyn Park,MN,55443,,,,,,,,,,,3416
2052,Somali community islamic center,6001 78th Avenue North,Minneapolis,MN,55443,,,,,,https://prayersconnect.com/mosques/84020165-somali-community-islamic-center-minneapolis-minnesota-united-states,,,,,3382
2053,Brooklyn Park Islamic Center,2100 93rd Way,Brooklyn Park,MN,55444,,,,2018,,"https://www.causeiq.com/organizations/brooklyn-park-islamic-center,471224348/",,,,,375
2054,Anjaman Asghari Ja Afari Islamic Center,10301 Jefferson Hwy.,Brooklyn Park,MN,55445,,,,1995,,https://mnjamaat.com/history-of-azm/,,,,,947
2055,Northwest Islamic Community Center - NWICC - Masjid Al-Kareem,3300 Plymouth Blvd,Plymouth,MN,55447,,,,2014,,"https://www.causeiq.com/organizations/northwest-islamic-community-center,943486997/",,,,,2453
2056,MAS,12175 Aberdeen S,Blaine,MN,55449,,,,2011,,https://masmn.org/blaine-masjid/,,,,,664
2057,Muslim American Society,12175 Aberdeen Street Northeast,Minneapolis,MN,55449,,,,,,No website,,,,,3386
2058,Dar Al-Hijrah Islamic Civic Center,504 Cedar ave S,Minneapolis,MN,55454,,,,2006,,https://www.mnhs.org/mnopedia/search/index/place/dar-al-hijrah-mosque-minneapolis,,,,,1050
2059,Darul-Quba,1501 S 6th St,Minneapolis,MN,55454,,,,2023,,https://www.instagram.com/reel/CyPrldFs_L1/,,,,,1076
2060,Al-Madinah Cultural Center,300 Washington ave Se Rm. 217,Minneapolis,MN,55455,,,,1999,,https://cultural-centers-cmu.umn.edu/al-madinah-cultural-center,,,,,899
2061,Islamic Center of The Twin Ports,145 E Winona st,Duluth,MN,55803,,,,2001,,"https://www.duluthnewstribune.com/news/islamic-center-of-the-twin-ports-reaches-goal-to-pay-for-mosque-in-woodland#:~:text=successful%20fund%20drive.-,Area%20Muslims%20purchased%20the%20deed%20to%20the%20former%20Unitarian%20Universalist,at%20SMDC%20four%20years%20ago.",,,,,1361
2062,Masjid E Abu Huraira,538 6th Avenue Northwest,Rochester,MN,55901,,,,,,http://www.masjidabuhuraira.org/,,,,,3391
2063,Rochester Muslim Community Circle,331 16th Avenue Northwest,Rochester,MN,55901,,,,,,https://rmccmn.org/,,,,,3392
2064,Rumsa Islamic Center/Masjid Abu-Huraira,530 6th Avenue North WEst,Rochester,MN,55901,,,,2010,,https://www.postbulletin.com/newsmd/second-mosque-opens-in-rochester,,,,,2154
2065,Rochester Islamic Center,17 N Broadway,Rochester,MN,55904,,,,1975,,"https://theicr.org/#:~:text=The%20Islamic%20Center%20of%20Rochester%20(ICR)%20was,classes%20*%20Programs%20for%20youth%20and%20adults",,,,,2151
2066,Warsan Community Center / Masjid Al-Khair,310 14th Street Southeast,Rochester,MN,55904,,,,,,https://www.instagram.com/masjidalkhair_mn/,,,,,3406
2067,Islamic Center of Winona,"71 W 3rd St, Winona",Winona,MN,55987,,,,2013,,https://www.islamiccenterofwinona.org/icw.html,,,,,1378
2068,Dar Abi Bakr,329 E Plum st,Mankato,MN,56001,,,,1998,,https://www.mankatofreepress.com/islamic-center-fills-area-need/article_a5eeaa90-509a-5c66-893f-4e6728b4bedd.html,,,,,1046
2069,Dar Abi Bakr Islamic Center,329 East Plum Street,Mankato,MN,56001,,,,,,,,,,,3436
2070,Mankato Islamic Center,329 N Broad st,Mankato,MN,56001,,,,2014,,https://www.mankatofreepress.com/islamic-center-fills-area-need/article_a5eeaa90-509a-5c66-893f-4e6728b4bedd.html,,,,,1547
2071,Wisdom House of Mankato,222 East Walnut Street,Mankato,MN,56001,,,,,,,,,,,3435
2072,Islamic Center of St Peter,1403 North 5th Street,Saint Peter,MN,56082,,,,2017,,https://www.southernminn.com/st_peter_herald/news/islamic-center-finds-permanent-home-in-st-peter/article_ace639b5-a0a6-434d-a557-296aebd7362d.html,,,,,3400
2073,Islamic Society of Willmar,1112 Lake Avenue Northwest,Willmar,MN,56201,,,,,,http://willmarmasjid.org/,,,,,3393
2074,Central Minnesota Islamic Center - Masjid Imaam Al-Shaafi'i,390 4th Avenue South,st Cloud,MN,56301,,,,2013,,https://projects.propublica.org/nonprofits/organizations/451840178,,,,,695
2075,Islamic Center of St Cloud,375 5th Avenue South,St. Cloud,MN,56301,,,,,,https://www.facebook.com/ICSCmn/,,,,,3394
2076,Islamic Center of St Cloud,712-722 17th Avenue South,St. Cloud,MN,56301,,,,,,https://www.facebook.com/ICSCmn/,,,,,3395
2077,Iqra Education Center MOSQUE / MASJID (basement),3316 3rd Street North,St. Cloud,MN,56303,,,,,,https://iqramn.org/,,,,,3396
2078,Hikmah Center,1338 15th Avenue Southeast,St. Cloud,MN,56304,,,,,,http://hikmahmn.com/,,,,,3397
2079,Moorhead Fargo Islamic Center,2215 12th Ave S,Moorhead,MN,56560,,,,2013,,https://theconcordian.org/islamic-society-of-fargo-moorhead-welcomes-all/,,,,,2850
2080,Al-Huda Islamic Center,1401 Central Ave NW,East Grand Forks,MN,56721,,,,2018,,"https://www.grandforksherald.com/lifestyle/more-than-welcome-here-two-local-mosques-to-host-open-houses-for-neighbors#:~:text=Al%2DHuda%20first%20opened%20its,Lanes%20about%20five%20months%20ago.",,,,,696
2081,East Grand Forks Islamic Center,1500 5th Avenue Northeast,East Grand Forks,MN,56721,,,,,,https://www.facebook.com/EGFislam/,,,,,3408
2082,Daar-Ul-Islam/Islamic Foundation of Greater Saint Louis,517 Weidman Road,Ballwin,MO,63011,,,,1995,,https://en.wikipedia.org/wiki/List_of_mosques_in_the_United_States,,,,,274
2083,Dar Al-Zahra Shiia,721 Strecker rd,Wildwood,MO,63011,,,,-,No Basic Information,,,,,,1051
2084,IFGSTL Funeral Home (adjacent to masjid)(waiting lobby),1301 Wickstead Road,Manchester,MO,63011,,,,,,,,,,,3288
2085,AlManara Mosque,929 Big Bend Rd,Ballwin,MO,63021,,,,2012,,https://www.masjidalmanara.com/history/,,,,,2480
2086,Anjuman-e-AhleBayt - Zainabiya Imambargah,16801 Manchester Road,Wildwood,MO,63040,,,,,,,,,,,3273
2087,Zainabiya STL,16801 Manchester Road,Wildwood,MO,63040,,,,1999,,https://zainabiyastl.org/our-building/,,,,,3272
2088,Islamic Center of Hazelwood (Dar Aljalal Masjid),8945 Dunn Road,Hazelwood,MO,63042,,,,2012,,https://patch.com/missouri/hazelwood/a-muslim-school-is-opening-in-hazelwood-at-dar-aljala03094b20ca,,,,,302
2089,Al Qouba Masjid,1925 Allen ave,Saint Louis,MO,63104,,,,2001,,http://masjidqooba.org/#about,,,,,864
2090,Al Taqwa Mosque,1947 Gravois Ave,Saint Louis,MO,63104,,,,2016,,https://www.stlaltaqwacenter.org/about-us,,,,,2481
2091,Al-Mu'minun Masjid,1434 North Grand Boulevard,Saint Louis,MO,63106,,,,1958,,https://muse.jhu.edu/pub/2/article/981490/pdf,,,,,593
2092,Bilal Ibn Rabaah Mosque,3843 W Pine Mall Blvd,St. Louis,MO,63108,,,,,,,,,,,3276
2093,Masjid Bilal Ibn Rabah/Islamic Center of Greater st Louis,3843 West Pine Street,Saint Louis,MO,63108,,,,1974,,https://islamstl.org/about-us/,,,,,1847
2094,Hazrat Abu Bakr Masjid,4700 South Grand Boulevard,Saint Louis,MO,63111,,,,2007,,https://www.facebook.com/masjidabubakrsiddiqstl,,,,,301
2095,Northwest Islamic Center of Saint Louis (NICSTL),10543 Lackland Rd,Saint Louis,MO,63114,,,,2003,,https://nwicstl.com/about-us,,,,,2478
2096,Masjid Al-Tauheed,5010 San Francisco Avenue,Saint Louis,MO,63115,,,,1998,,https://www.al-tauheed.net/about,,,,,1769
2097,Islamic Community Center (Madina Mosque),4666 Lansdowne Ave,Saint Louis,MO,63116,,,,2010,,https://en.wikipedia.org/wiki/St._Louis_Islamic_Center,,,,,2479
2098,Grand Islamic Center of Saint Louis,1519 4 Street Northwest,Saint Louis,MO,63118,,,,2023,,https://grandmasjid.com/about-us,,,,,34
2099,Resalat Community Center,3418 Meramec st,Saint Louis,MO,63118,,,,2012,,https://www.charitynavigator.org/ein/800308764,,,,,2146
2100,Baitul Hafeez Mosque,4529 Emerson Avenue,Saint Louis,MO,63120,,,,2014,,https://www.news-leader.com/story/news/2014/01/21/new-imam-building-bridges-in-community/4685083/,,,,,591
2101,Saint Louis Islamic Center,9528 Reavis Barracks Rd,Saint Louis,MO,63123,,,,2010,,"https://www.causeiq.com/organizations/st-louis-islamic-center,272020309/",,,,,2476
2102,Ahiska Turkish Islamic Center,3400 Lemay Ferry Road,St. Louis,MO,63125,,,,,,,,,,,3277
2103,Bosnian Islamic Center Masjid,318 Lemay Ferry,Saint Louis,MO,63125,,,,2010,,http://www.bicstl.com/language/en/about-us/,,,,,19
2104,Resalat Community Center,2716 Telegraph Road,St. Louis,MO,63125,,,,,,,,,,,3275
2105,Islamic Center of South County,627 Forder Rd,Saint Louis,MO,63129,,,,2017,,https://www.charitynavigator.org/ein/272004987,,,,,1345
2106,Muslim Jamat of Saint Louis,6809 E Florissant ave,Saint Louis,MO,63136,,,,2004,,"https://www.causeiq.com/organizations/muslims-jamat,431895969/",,,,,2102
2107,West Florissant Islamic Center,5762 Jennings Station Road,St. Louis,MO,63136,,,,,,,,,,,3274
2108,Muhammad Mosque #28,5967 West Florissant Avenue,Saint Louis,MO,63147,,,,2010,,"https://www.stlamerican.com/news/community-news/minister-farrakhan-to-dedicate-mosque-28-in-north-st-louis-on-sunday/#:~:text=Stay%20Informed%2C%20Stay%20Empowered%20in,visit%20www.MuhammadMosque28.org.",,,,,592
2109,Dar ul Iman Mosque,"5145 Westwood Dr,",Saint Charles,MO,63304,,,,2013,,https://mccstc.org/about-us/,,,,,804
2110,Islamic Center of Cape Girardeau,298 N West End Blvd,Cape Girardeau,MO,63701,,,,2022,,https://www.kfvs12.com/2023/10/12/cape-girardeau-islamic-center-transforms-new-mosque-into-forever-home/,,,,,1217
2111,Islamic Center Of Blue Springs,217 Southeast South Avenue,Blue Springs,MO,64014,,,,,,,,,,,3287
2112,Islamic Center of Warrensburg,143 E Culton Street,Warrensburg,MO,64093,,,,1992,,https://www.gofundme.com/f/mfutyh,,,,,707
2113,Al Taqwa Islamic Center of Kansas City,1340 Admiral Blvd,Kansas City,MO,64106,,,,2003,,https://www.altaqwacenter.org/our-history/,,,,,2389
2114,Inshirah Islamic Center,3664 Troost,Kansas City,MO,64109,,,,1992,,https://alinshirahkc.com/about-us,,,,,1157
2115,Masjid Anas Bin Malik Kansas City MO/Masjid Al-Ghurabaa,2904 Park Ave,Kansas City,MO,64109,,,,2013,,https://www.causeiq.com/directory/islamic-organizations-list/kansas-city-mo-ks-metro/,,,,,2392
2116,Islamic Center Bosnjak,3607 North Antioch Road,Kansas City,MO,64117,,,,,,,,,,,3284
2117,Islamic Center of North Kansas City - Masjid Al Salaam,4342 N Antioch Rd,Kansas City,MO,64117,,,,2015,,https://masjidalsalaamkc.org/,,,,,2388
2118,Masjid Al-Huda Center,141 Van Brunt Boulevard,Kansas City,MO,64123,,,,2011,,https://alhudakc.org/history-of-al-huda-center/,,,,,639
2119,Noor Ul Yaqeen Islamic Center,134 North Hardesty Avenue,Kansas City,MO,64123,,,,,,,,,,,3281
2120,Al-Kahf Center,4206 E 9th st,Kansas City,MO,64124,,,,-,No Basic Information,,,,,,896
2121,Burmese Muslim Association of Kansas City,2637 East 9th Street,Kansas City,MO,64124,,,,,,,,,,,3285
2122,Masjidu Nuur Islamic Center (Ahlu Sunnah),2639E E 11th St,Kansas City,MO,64127,,,,2014,,"https://www.causeiq.com/organizations/masjidu-nuur-islamic-community-center,300681135/",,,,,2396
2123,Masjid Omar,2700 E 49th st,Kansas City,MO,64130,,,,1950,,https://theclio.com/entry/154490,,,,,1937
2124,Al-Inshirah Islamic Center,3664 Troost Avenue,Kansas City,MO,64131,,,,1992,,https://alinshirahkc.com/about-us,,,,,633
2125,Al-Haqq Islamic Center,6941 Prospect,Kansas City,MO,64132,,,,2006,,https://alhaqqic.com,,,,,883
2126,Masjid Al-Khair,6920 Prospect Avenue,Kansas City,MO,64132,,,,,,,,,,,3282
2127,Islamic Society of Kansas City (ISGKC),8501 East 99 Street,Kansas City,MO,64134,,,,,,,,,,,3283
2128,Islamic Society of the Greater Kansas City (ISGKC),8501 E 99 St,Kansas City,MO,64134,,,,1984,,https://pluralismarchive.hsites.harvard.edu/islamic-society-greater-kansas-city,,,,,2390
2129,Muslim American Society,9520 James A Reed Road,Kansas City,MO,64134,,,,,,,,,,,3280
2130,Islamic Center of Northland (ICNKC),8801 North Central Street,Kansas City,MO,64155,,,,2010,,https://icnkc.org/about/#:~:text=8801%20N%20Central%20St%2C%20Kansas,,,,,2395
2131,Al Tawheed Islamic Center of Saint Joseph Missouri,310 North 13th Street,Saint Joseph,MO,64501,,,,,,,,,,,3271
2132,Islamic Center of Greater Saint Joseph,2325 Messanie Street,Saint Joseph,MO,64501,,,,2010,,https://icstj.org/masjid-history/,,,,,666
2133,Islamic Center of st Joseph,2325 Messanie st,st Joseph,MO,64501,,,,2008,,https://icstj.org/masjid-history/,,,,,1351
2134,Islamic Society of Joplin,1805 W 32nd St,Joplin,MO,64804,,,,2007,,https://www.causeiq.com/directory/islamic-organizations-list/joplin-mo-metro/,,,,,1470
2135,Islamic Society of Noel,116 Railroad Street,Noel,MO,64854,,,,,,,,,,,3279
2136,West Chotokhata Jame Mosque,"West Chotokhata Jame Mosque, Jane, MO 64856, USA",Jane,MO,64856,,,,,,,,,,,3286
2137,Jefferson City Muslim Community (JCMC - Islamic Center-Central Missouri),5124 Moreau Ridge Rd,Jefferson City,MO,65109,,,,1991,,https://jeffersonmosque.weebly.com/about.html,,,,,2477
2138,Islamic Center of Central Missouri (ICCM),201 S 5th St,Columbia,MO,65201,,,,1983,,https://theiccm.org/,,,,,2474
2139,Islamic Center of Rolla,1306 N Elm st,Rolla,MO,65401,,,,2010,,https://www.rollamasjid.org/icrm-history,,,,,1335
2140,Islamic Center of Springfield Missouri (ICSM),2151 E Division St,Springfield,MO,65803,,,,2000,,"https://www.causeiq.com/organizations/islamic-center-of-springfield-missouri,431868499/",,,,,2475
2141,Abou Ben Adhem Shrine Mosque,601 East Saint Louis Street,Springfield,MO,65806,,,,,,,,,,,3278
2142,ABRAHAM HOUSE OF GOD AND CEMETERY,4600 Church Rd,Horn Lake,MS,38637,,,,2019,,https://www.abrahamhouseofgod.com/,,,,,2469
