Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score,NND,NRI,Reference_ID,geocode_method,HH_Income,Poverty_Rate,HH_Size
1822,American Moslem Society (Masjid Dearborn),9945 Vernor Highway,Dearborn,MI,48120,42.303133,-83.1474476,,1938,,https://amsdearborn.org/history/,,70.0,,,2441.0,nominatim,66006,34.78792323676812,3.06
1823,AlNoor Melvindale Mosque,2865 Oakwood,Melvindale,MI,48122,42.283187176731,-83.172025454427,,,,,,62.0,,,2909.0,census_geocoder,42185,39.10815787366904,2.95
1824,Islamic Social Affairs,2920 Oakwood Boulevard,Melvindale,MI,48122,42.28312723104,-83.172800717012,,,,https://markaz-al-tabligh.edan.io/,,,,,3449.0,census_geocoder,42185,39.10815787366904,2.95
1825,Melvindale Islamic Center,17575 Dix Road,Melvindale,MI,48122,42.2730592,-83.1783074,,2012,,No website,,58.0,,,3459.0,nominatim,42185,39.10815787366904,2.95
1826,American Muslim Center,21110 Outer Drive West,Dearborn,MI,48124,42.291215851857,-83.247919516372,,2002,,http://ourstoryof.com/arabic/production_27.html,,67.0,,,796.0,census_geocoder,81796,10.86665891653104,2.48
1827,Imam Mahdi Association of Marjaeya,22000 1/2 Garrison Street,Dearborn ,MI,48124,42.307328299372,-83.244589181424,,,,https://chinguetti-center.vercel.app/,,90.0,,,2918.0,census_geocoder,81796,10.86665891653104,2.48
1828,Al-Huda Islamic Association,8835 Warren Avenue,Dearborn,MI,48126,42.344498201697,-83.154298533648,,2018,,https://www.alhudamosque.org/project,,60.0,,,2445.0,census_geocoder,42140,33.950986252241485,3.31
1829,American Moslem Bekka Center,6110 Chase Road,Dearborn,MI,48126,42.333952327235,-83.186058299615,,1983,,https://americanmoslembekaa.org/?page_id=962,,67.0,,,936.0,census_geocoder,42140,33.950986252241485,3.31
1830,Chinguetti Centre of Arabic and Islamic Studies,5232 Oakman Boulevard,Dearborn ,MI,48126,42.3369085,-83.1693546,,,,http://www.cairmichigan.org/,,77.0,,,2917.0,nominatim,42140,33.950986252241485,3.31
1831,Islamic Council of America,6941 Schaefer Road,Dearborn,MI,48126,42.341644597524,-83.176839490346,,1989,,"https://www.causeiq.com/organizations/islamic-council-of-america,382905949/",,87.0,,,89.0,census_geocoder,42140,33.950986252241485,3.31
1832,Islamic Institute of Knowledge,6345 Schaefer Road,Dearborn,MI,48126,42.336217749785,-83.176580848934,,1981,,https://iiofk.org/about-us/,,64.0,,,507.0,census_geocoder,42140,33.950986252241485,3.31
1833,Karbalaa Islamic Education Center,15332 E Warren ave,Dearborn,MI,48126,42.343746777597,-83.194471980468,,1995,,https://www.facebook.com/100064300764785/about/?_rdr,41.0,69.0,,,1516.0,census_geocoder,42140,33.950986252241485,3.31
1834,Masjid Al-Salaam,3900 Schaefer Road,Dearborn,MI,48126,42.315910890587,-83.175619713087,,2008,,https://prayersconnect.com/mosques/84092243-masjid-al-salaam-dearborn-michigan-united-states,,80.0,,,2443.0,census_geocoder,42140,33.950986252241485,3.31
1835,Islamic House of Wisdom,22575 Ann Arbor Trail,Dearborn Heights,MI,48127,42.338694123641,-83.259308338913,,1996,,https://tr.halalguide.me/ueyn-kaunti/mechet/islamic-house-of-wisdom,,44.0,,,98.0,census_geocoder,60742,20.815374473911056,2.86
1836,Islamic Institute of America,700 North Beech Daly Road,Dearborn Heights,MI,48127,42.315752271398,-83.291396922448,,2015,,https://www.iiofa.org/about-iioa/,,36.0,,,564.0,census_geocoder,60742,20.815374473911056,2.86
1837,Islamic Center of America,"19500 Ford Rd,",Dearborn,MI,48128,42.328929405939,-83.227996999804,,2005,,https://www.detroithistorical.org/learn/online-research/encyclopedia-of-detroit/islamic-center-america,,22.0,,,505.0,census_geocoder,101037,14.725918884664132,2.85
1838,Abu Bakr Siddiq Mosque,24449 Telegraph Road,Brownstown Township,MI,48134,42.126602211354,-83.273785819667,,,,https://islamiccenteroflincolnpark.godaddysites.com/,,43.0,,,2897.0,census_geocoder,92076,9.050039914289314,2.61
1839,AICP Michigan - Association of Islamic Charitable Project,5715 Inkster Road #5711,Garden City,MI,48135,42.3194743,-83.3111896,,,,,,66.0,,,2883.0,nominatim,67294,10.68624873229914,2.42
1840,Altaqwa Islamic Center,30069 Cherry Hill Road,Inkster,MI,48141,42.310999156205,-83.337151751998,,-,Information Without Year,,,62.0,,,931.0,census_geocoder,39252,35.24493176619074,2.59
1841,Islamic Center of Lincoln Park,2075 Fort Street,Lincoln Park,MI,48146,42.2490979,-83.1770254,,,,https://masdetroit.org/,,78.0,,,2896.0,nominatim,58616,21.50348312026334,2.66
1842,MAS Tarbiyah Center,36924 Ann Arbor Trail,Livonia ,MI,48150,42.361390584647,-83.409420532091,,,,https://www.tawheedcenterofsouthfield.org/,,55.0,,,2895.0,census_geocoder,97997,4.1781781024107785,2.48
1843,Rayyan Center,46441 Five Mile Road,Plymouth,MI,48170,42.394708007881,-83.500803974497,,,,,,33.0,,,2892.0,census_geocoder,114278,4.33525284783866,2.30
1844,Albanian-American Bektashi Monestary,21749 Northline Road,Taylor,MI,48180,42.212575214732,-83.246305168643,,1954,,https://en.wikipedia.org/wiki/First_Albanian_Bektashi_Tekke_in_America,,33.0,,,2922.0,census_geocoder,61081,18.37123060407924,2.44
1845,Tanwir Mosque,20701 Haig St,Tarylor,MI,48180,42.238271034043,-83.237906886959,,2012,,"https://www.causeiq.com/organizations/tanveer-foundation,463565339/",,18.0,,,724.0,census_geocoder,61081,18.37123060407924,2.44
1846,Dar Al Salam Islamic Center (DAIC),27758 Warren Road,Westland,MI,48185,42.340522978611,-83.31655087829,,,,,,69.0,,,2882.0,census_geocoder,60854,12.75163589380236,2.14
1847,Masjid Madinatul Ilm (MMI),37775 Palmer Road,Westland,MI,48186,42.294882314867,-83.411270355673,,2021,,https://masjidmadinatulilm.org/,,22.0,,,714.0,census_geocoder,65187,16.500014407976256,2.58
1848,Masjid Bilal Canton,1525 Ridge Road North,Canton,MI,48187,42.315960126394,-83.530000313754,,2011,,https://www.masjidbilalcanton.org/support,,16.0,,,681.0,census_geocoder,120321,5.587001899317374,2.69
1849,Muslim Education Community Center of America - MECCA,5842 North Canton Center Road #245,Canton Township,MI,48187,42.324584755364,-83.487993979885,,,,http://masjidsunnah.org/,,61.0,,,2889.0,census_geocoder,120321,5.587001899317374,2.69
1850,CAIR Michigan,1905 Haggerty Road Suite #5,Canton Township,MI,48188,,,,,,https://mccdusa.org/contact-us/,,52.0,,,2916.0,,122781,5.47836792120999,2.76
1851,Muslim Community of Western Suburbs (MCWS),40440 Palmer Road,Canton,MI,48188,42.294115799203,-83.438216741155,,1991,,"https://www.crescentacademy.org/about-us/history#:~:text=Energized%20by%20the%20vision%20of,suburban%20setting%20of%20Canton%2C%20Michigan.",,18.0,,,198.0,census_geocoder,122781,5.47836792120999,2.76
1852,Masjid Umar bin Khattab / Islamic Association of Michigan,18105 Racho Road,Brownstown Township,MI,48193,42.175696812274,-83.247310521757,,-,No Basic Information,,,32.0,,,2442.0,census_geocoder,74566,8.295374350420222,2.46
1853,At-Taqwa Mosque,2680 Golfside Road,Ann Arbor,MI,48197,42.248883676774,-83.661016950761,,2010,,https://masjidattaqwa.org/about-us-2/,,75.0,,,443.0,census_geocoder,73737,13.143113906987194,2.26
1854,Masjid Bilal Ypsilanti,4891 West Michigan Avenue,Ypsilanti,MI,48197,42.216301810988,-83.666785463178,,1996,,https://projects.propublica.org/nonprofits/organizations/383224731,,7.0,,,417.0,census_geocoder,73737,13.143113906987194,2.26
1855,Zawiyah Foundation,5718 Whittaker Road,Ypsilanti,MI,48197,42.20606023956,-83.613533750777,,,,,25.0,33.0,,,2919.0,census_geocoder,73737,13.143113906987194,2.26
1856,Ibrahim Mosque,315 South Ford Boulevard,Ypsilanti,MI,48198,42.239788637369,-83.580083911961,,2000,,https://bsaonline.com/SiteSearch/PropertyDetails?SearchType=1&uid=182&SearchText=315+S.+Ford+Blvd&PageIndex=1&ReferenceKey=K+-11-11-327-001&ReferenceType=0&SearchCategory=Address&SortBy=Address&SearchOrigin=0&SearchFocus=All+Records&RecordKeyDisplayString=K+-11-11-327-001&RecordKey=K+-11-11-327-001&RecordKeyType=0,,49.0,,,171.0,census_geocoder,63326,18.692093885114268,2.37
1857,Wayne State University Islamic Center of Detroit,4646 Cass Avenue,Detroit,MI,48201,42.353454863944,-83.06512776103,,1962,,https://www.detroithistorical.org/learn/online-research/encyclopedia-of-detroit/islamic-center-america,60.0,94.0,,,2447.0,census_geocoder,24749,43.25519371139809,1.70
1858,Markaz al-Tablīgh,15900 Hamilton Avenue,Highland Park,MI,48203,42.408896790275,-83.110474788247,,,,No website,,37.0,,,3448.0,census_geocoder,38404,38.22325534387791,2.29
1859,Masjid Al-Nūr,318 Pilgrim Street,Highland Park,MI,48203,42.409123207134,-83.11269487243,,-,Information Without Year,https://prayersconnect.com/mosques/84040170-masjid-al-nur-highland-park-michigan-united-states,,33.0,,,1616.0,census_geocoder,38404,38.22325534387791,2.29
1860,Masjid Al-Haqq,4017 Clairmount Avenue,Detroit,MI,48204,42.368427370142,-83.119746197131,,,,,51.0,53.0,,,2885.0,census_geocoder,34468,36.017299188493126,2.32
1861,Muhammad Temple Of Islam,12609 East McNichols Road,Detroit,MI,48205,42.423150809217,-82.995263362728,,,,No website,45.0,56.0,,,3465.0,census_geocoder,38966,32.979945224843185,2.62
1862,Masjid Wali Muhammad,11529 Linwood Street,Detroit,MI,48206,42.381479743844,-83.114184229887,,1976,,https://www.hmdb.org/m.asp?m=175037,48.0,34.0,,,184.0,census_geocoder,45046,24.75956755322677,2.34
1863,Moorish Science Temple-America#25,5601 Grand River Avenue,Detroit,MI,48208,42.351907708526,-83.097447156811,,,,"google.com/maps/place/Muhammad+Temple+Of+Islam/@42.4232767,-82.995197,17z/data=!3m1!4b1!4m6!3m5!1s0x8824d152fb2e09c5:0x4aca62962ef370d9!8m2!3d42.4232767!4d-82.995197!16s%2Fg%2F11gfgplfk0?entry=ttu&g_ep=EgoyMDI2MDUwMi4wIKXMDSoASAFQAw%3D%3D",55.0,57.0,,,3466.0,census_geocoder,36194,27.966963151207114,1.89
1864,Al-Furqān Mosque,4981 Cabot Street,Detroit,MI,48210,42.329114768271,-83.149210351164,,-,Information Without Year,(313) 584-4464,39.0,59.0,,,708.0,census_geocoder,37838,40.53253328333021,3.21
1865,Al-Huda Islamic Association,5838 Lawndale Street,Detroit,MI,48210,42.333629405299,-83.151324365762,,1998,,https://www.alhudamosque.org/about,38.0,15.0,,,887.0,census_geocoder,37838,40.53253328333021,3.21
1866,Baitul Islam Mosque,7826 Klein Street,Detroit,MI,48211,42.3872569394,-83.039885526973,,2014,,https://prayersconnect.com/mosques/84076266-baitul-islam-mosque-detroit-michigan-united-states,40.0,38.0,,,758.0,census_geocoder,35725,39.46162657502864,2.99
1867,Imam Islamic Complex (Masjid Mu'ath Bin Jabal),6096 Dorothy Street,Detroit,MI,48211,42.391264955613,-83.040138987797,,,,,39.0,47.0,,,2881.0,census_geocoder,35725,39.46162657502864,2.99
1868,Abu-Bakr Al-Siddique Islamic Center,8904 Saint Aubin Street,Hamtramck,MI,48212,42.388531860532,-83.060573088136,,2018,,https://www.charitynavigator.org/ein/455544862,,72.0,,,2449.0,census_geocoder,38186,39.03066594933452,3.66
1869,Al-Ghazzali Mosque,8554 Joseph Campau Avenue,Hamtramck,MI,48212,42.388447771925,-83.052232420611,,,,,,76.0,,,2905.0,census_geocoder,38186,39.03066594933452,3.66
1870,Al-Islah Islamic Center,2733 Caniff Street,Hamtramck,MI,48212,42.399285022735,-83.061425213782,,2000,,https://alislahislamiccenter.com/who-we-are/ AND https://www.hamtramckstories.org/muslim-community.html,,93.0,,,649.0,census_geocoder,38186,39.03066594933452,3.66
1871,Al-Islah Mosque & Islamic Center,2733 Caniff Avenue,Hamtramck,MI,48212,42.399285022735,-83.061425213782,,2000,,No website,,93.0,,,3444.0,census_geocoder,38186,39.03066594933452,3.66
1872,Al-Sunnah Mosque,11306 Lumpkin Street,Hamtramck,MI,48212,42.397750374967,-83.065782985904,,,,,,85.0,,,2910.0,census_geocoder,38186,39.03066594933452,3.66
1873,Baitul Ma'moor Sunni Islamic Center,11635 Conant,Hamtramck,MI,48212,42.405230747563,-83.054642318225,,,,,,87.0,,,2921.0,census_geocoder,38186,39.03066594933452,3.66
1874,Baitul Mukarram Masjid,12203 Conant Street,Hamtramck,MI,48212,42.409011603173,-83.057179177482,,-,Information Without Year,,39.0,82.0,,,976.0,census_geocoder,38186,39.03066594933452,3.66
1875,Bosnian American Islamic Center,3437 Caniff Avenue,Hamtramck,MI,48212,42.401611245018,-83.05508239377,,1995,,https://www.baicdetroit.com/about-us,,92.0,,,998.0,census_geocoder,38186,39.03066594933452,3.66
1876,Ideal Islamic Center/Masjid alihsan, 2721 Holbrook,Hamtramck,MI,48212,42.393615636924,-83.056168410917,,2011,,https://www.slideshare.net/slideshow/ideal-islamic-center-funds/23621677,,90.0,,,296.0,census_geocoder,38186,39.03066594933452,3.66
1877,Islamic Center of Hamtramck,11347 Joseph Campau Avenue,Hamtramck,MI,48212,42.400401867203,-83.060405847014,,2000,,https://en.wikipedia.org/wiki/Al-Islah_Mosque,,92.0,,,665.0,census_geocoder,38186,39.03066594933452,3.66
1878,Lanour Islamic Education,6965 Whiteford Center Road,Lambertville,MI,48212,41.741815181373,-83.646930179554,,,,,,13.0,,,3439.0,census_geocoder,38186,39.03066594933452,3.66
1879,Masjid Al Falah,12555 McDougall,Detroit,MI,48212,42.409359083775,-83.063677793874,,-,Information Without Year,https://masjidalfalah.org/,41.0,67.0,,,1589.0,census_geocoder,38186,39.03066594933452,3.66
1880,"Masjid Fatimah, Hope Center Inc.",12818 Joseph Campau Avenue,Detroit,MI,48212,42.409148201114,-83.066058416493,,,,https://melvindaleislamiccenter.com/,41.0,64.0,,,3460.0,census_geocoder,38186,39.03066594933452,3.66
1881,Masjidun Nur Inc,11311 Mound Road,Detroit,MI,48212,42.406315131866,-83.042972571189,,1992,,https://masjidal-noor.org/,33.0,51.0,,,1618.0,census_geocoder,38186,39.03066594933452,3.66
1882,United Community Center- The Great Mosque ,10211 Conant ,Hamtramck,MI,48212,42.401171267321,-83.051912523587,,,,,,90.0,,,2903.0,census_geocoder,38186,39.03066594933452,3.66
1883,Muhammad's Mosque #1,19160 Evergreen Road,Detroit,MI,48219,42.43012979243,-83.238811307224,,,,,35.0,70.0,,,2902.0,census_geocoder,43655,29.935514278981085,2.50
1884,Darul Wahi,15133 Burgess ,Detroit,MI,48223,42.398907884581,-83.254419174591,,-,Information Without Year,,33.0,45.0,,,2920.0,census_geocoder,44512,22.258694109297377,2.50
1885,Foundation Khadimu Rassul Islamic Center,21534 Schoolcraft,Detroit,MI,48223,42.385985940007,-83.25447404265,,,,No website,29.0,10.0,,,3468.0,census_geocoder,44512,22.258694109297377,2.50
1886,Islamic Center Foundation CAB of North America,21500 Schoolcraft,Detroit,MI,48223,42.386035,-83.25335,,,,http://worldpeaceoutreach.com/,29.0,10.0,,,2907.0,nominatim,44512,22.258694109297377,2.50
1887,Masjid As Salaam,21628 Fenkell Street,Detroit,MI,48223,42.400390631258,-83.254775399572,,2010,,,32.0,49.0,,,160.0,census_geocoder,44512,22.258694109297377,2.50
1888,Masjid Nasru - Lah,15728 Harper Avenue,Detroit,MI,48224,42.408111768192,-82.951751790911,,,,No website,42.0,66.0,,,3469.0,census_geocoder,44856,33.49274993640295,2.72
1889,Nigerian American Islamic Community of Michigan,15744 Harper Avenue,Detroit,MI,48224,42.408150189456,-82.951587860169,,2011,,"https://www.causeiq.com/organizations/nigerian-american-islamic-communityof-michigan,208988331/",42.0,66.0,,,2117.0,census_geocoder,44856,33.49274993640295,2.72
1890,Albanian Islamic Center of Michigan,19775 Harper Ave,Harper Woods,MI,48225,42.434681108556,-82.922647110992,,1963,,https://www.aicod.org/,,47.0,,,766.0,census_geocoder,61750,19.080185719663696,2.70
1891,Al-Ihsan Community Center,13735 Fenkell Ave,Detroit,MI,48227,42.401990283899,-83.18057700444,,,,No website,39.0,55.0,,,3473.0,census_geocoder,36527,35.09398167794114,2.57
1892,Masjid A-Rahma,13515 Plymouth Road,Detroit,MI,48227,42.372993151001,-83.176999593854,,2014,,"https://www.causeiq.com/organizations/masjid-ar-rahma,453554185/",44.0,37.0,,,792.0,census_geocoder,36527,35.09398167794114,2.57
1893,Al-Husseiniyah Al-Rasool Al-Adum,8138 Greenfield Road,Detroit,MI,48228,42.352616795012,-83.19662915102,,,,No website,48.0,61.0,,,3474.0,census_geocoder,30680,41.829790640887076,2.59
1894,Al-Zahraa Islamic Center,15571 Joy Road,Detroit,MI,48228,42.358071368487,-83.197932830593,,1963,,https://www.detroithistorical.org/learn/online-research/encyclopedia-of-detroit/islamic-center-america,45.0,59.0,,,563.0,census_geocoder,30680,41.829790640887076,2.59
1895,Ayham MishMishan,16636 Joy Road,Detroit,MI,48228,42.358018346358,-83.2082890255,,,,https://dawah.ac/,35.0,38.0,,,3472.0,census_geocoder,30680,41.829790640887076,2.59
1896,Dar Al-Rahma,7810 Southfield Freeway,Detroit,MI,48228,42.349022009408,-83.215879428607,,,,No website,42.0,39.0,,,3470.0,census_geocoder,30680,41.829790640887076,2.59
1897,DAWAH INSTITUTE (Masjid Al-Dawah),16630 Joy Road,Detroit,MI,48228,42.358019638353,-83.208190510494,,,,https://daralrahma.org/,42.0,50.0,,,3471.0,census_geocoder,30680,41.829790640887076,2.59
1898,Husseiniya Imam Al-Sajjad Al-Salam,16021 West Warren Avenue,Detroit,MI,48228,42.343544210013,-83.201455781698,,,,No website,47.0,72.0,,,3467.0,census_geocoder,30680,41.829790640887076,2.59
1899,Imam Ali Islamic Center,15840 West Warren Avenue,Detroit,MI,48228,42.343669966803,-83.200223684766,,-,Information Without Year,https://imam-us.org/location/imam-ali-mosque-detroit,47.0,72.0,,,310.0,census_geocoder,30680,41.829790640887076,2.59
1900,Imam Jaafar AlSadeq Islamic Center,19111 West Warren Avenue,Detroit,MI,48228,42.343202431705,-83.227057383036,,,,,43.0,61.0,,,2891.0,census_geocoder,30680,41.829790640887076,2.59
1901,Islamic Center Mawkib Aushhq Al Hussein,6832 Southfield Fairway,Detroit,MI,48228,42.341358374403,-83.215758518229,,,,,39.0,59.0,,,2893.0,census_geocoder,30680,41.829790640887076,2.59
1902,Islamic Center of Detroit - ICD,14350 Tireman Avenue,Detroit,MI,48228,42.351198761116,-83.183858440897,,2000,,https://www.mightycause.com/organization/Islamic-Center-Of-Detroit,46.0,61.0,,,2446.0,census_geocoder,30680,41.829790640887076,2.59
1903,Islamic Iraqi Center,17644 East Warren Avenue,Detroit,MI,48228,42.40847396548,-82.923032768158,,-,No Basic Information,,47.0,75.0,,,1435.0,census_geocoder,30680,41.829790640887076,2.59
1904,Masjid Tawheed,18640 West Warren Avenue,Detroit,MI,48228,42.343371340866,-83.222478293381,,1995,,https://masjidtawheed.org/about-us/,42.0,64.0,,,153.0,census_geocoder,30680,41.829790640887076,2.59
1905,MCCD,13750 West McNichols Road,Detroit,MI,48235,42.416626112436,-83.182033332044,,,,,41.0,82.0,,,2915.0,census_geocoder,39265,31.47291283845115,2.42
1906,The Muslim Center,1605 West Davison Street,Detroit,MI,48238,42.3935617,-83.1205309,,1985,,https://www.themuslimcenter.com/history,49.0,50.0,,,194.0,nominatim,33315,35.01993004148702,2.40
1907,World Peace Outreach/Masjed AINour,23800 West Chicago,Redford Township,MI,48239,42.364190808493,-83.272048547522,,,,,,61.0,,,2906.0,census_geocoder,71151,13.314025875602232,2.61
1908,The Muslim Unity Center,1830 West Square Lake Road,Bloomfield Hills,MI,48302,42.603990682324,-83.316116453592,,1993,,https://pluralismarchive.hsites.harvard.edu/muslim-unity-center-cj,,8.0,,,200.0,census_geocoder,178103,5.923085727366373,2.58
1909,IAGD,879 West Auburn Road,Rochester Hills,MI,48307,42.635589434424,-83.149536331145,,2001,,https://iagd.net/our-history/&ved=2ahUKEwiS-6bivJWTAxUPJ0QIHcfXGswQFnoECD4QAQ&usg=AOvVaw1oP9AuOz-7Y3ngIodCi7V1,,29.0,,,2444.0,census_geocoder,106576,5.740799708865942,2.36
1910,Mahmood Mosque,1730 West Auburn Road,Rochester Hills,MI,48309,42.635249141035,-83.165465732065,,2010,,https://ahmadiyyafactcheckblog.com/2024/04/23/the-history-of-ahmadiyya-in-detroit/,,44.0,,,699.0,census_geocoder,121007,5.512919805674858,2.52
1911,Muslim Community of Michigan (Masjid Baitul Mamur),38810 Ryan Road,Sterling Heights,MI,48310,42.577524957819,-83.070189271845,,1980,,https://mcm-mi.com,,51.0,,,2450.0,census_geocoder,78058,14.382387022016221,2.87
1912,BAIC Detroit,11063 16 1/2 Mile Road,Sterling Heights,MI,48312,42.57338870488,-83.018673684416,,,,,,32.0,,,2904.0,census_geocoder,68061,11.353763062111073,2.45
1913,Sterling Heights Islamic Center (SIC),13237 East 14 Mile Road,Sterling Heights,MI,48312,42.537807011621,-82.993035792977,,,,,,42.0,,,2913.0,census_geocoder,68061,11.353763062111073,2.45
1914,American Muslim Diversity Association,44760 Ryan Road,Sterling Heights,MI,48314,42.622373813394,-83.071641309855,,2012,,https://wp.amda.us/construction/amdacons.shtml,,9.0,,,398.0,census_geocoder,85889,8.575367647058824,2.37
1915,Islamic Center of Shelby,49147 Schoenherr Road,Shelby Township,MI,48315,42.656894473937,-82.994261981452,,,,,,46.0,,,2884.0,census_geocoder,100684,5.774903159316251,2.52
1916,Al Falāh Institute,38325 West 14 Mile Road,Farmington Hills,MI,48331,42.526360594581,-83.427540971093,,2014,,https://alfalahinstitute.org/about-us/,,40.0,,,512.0,census_geocoder,127633,6.839315603496374,2.44
1917,Muslim Community Mosque: Home of the Islamic Cultural Association,35700 West 12 Mile Road,Farmington Hills,MI,48331,42.498154387463,-83.399932263864,,1985,,https://mcm-mi.com/about-us/,,6.0,,,516.0,census_geocoder,127633,6.839315603496374,2.44
1918,Dawoodi Bohra Al Masjid Al burhani Anjuman-e-Najmi,20959 Orchard Lake Road,Farmington Hills,MI,48336,42.443729403016,-83.355999063872,,1988,,https://www.mapquest.com/us/michigan/anjumane-najmi-6436277,,35.0,,,565.0,census_geocoder,88938,7.834277837341093,2.23
1919,Tawheed Center of Farmington,29707 West 10 Mile Road,Farmington Hills,MI,48336,42.470542111481,-83.340351151053,,1993,,https://us.mohid.co/mi/detroit/tawheedcenter#contact,,30.0,,,539.0,census_geocoder,88938,7.834277837341093,2.23
1920,Islamic Community of Oakland North (ICON Masjid),1400 Orion Road,Orion Township,MI,48362,42.772876021414,-83.217825768327,,,,https://mymecca.org/,,4.0,,,2890.0,census_geocoder,115230,6.134142231209976,2.47
1921,Tawheed Center of Novi,24101 Novi Road,Novi,MI,48375,42.465839118607,-83.474769150403,,,,,,55.0,,,2899.0,census_geocoder,112545,4.227710339053997,2.39
1922,Zainaba Center,2230 Crumb Road,Commerce Charter Township,MI,48390,42.546611774671,-83.4555509776,,1989,,https://zainabia.org/aboutus,,33.0,,,717.0,census_geocoder,91381,6.85436567789509,2.29
1923,Grand Blanc Islamic Center,2141 Leroy Place Northwest,Grand Blanc,MI,48439,,,,2016,,,,26.0,,,33.0,,88490,7.634255927489156,2.40
1924,Flint Islamic Center,9447 West Corunna Road,Flint,MI,48473,43.000632964387,-83.868286243959,,1994,,https://flintislamiccenter.com/history/,,3.0,,,338.0,census_geocoder,77921,8.92704634332719,2.39
1925,Masjid Mu Min,64043-A Clio Rd,Flint,MI,48504,,,,2004,,"https://www.causeiq.com/organizations/islamic-center-mu-min,383436487/",33.0,64.0,,,1912.0,,38719,30.869345463735154,2.30
1926,Mumin Islamic Center,4043 Clio Road,Flint,MI,48504,43.050878136311,-83.732735730763,,,,,,60.0,,,2926.0,census_geocoder,38719,30.869345463735154,2.30
1927,Mustakeem Mosque,1202 North Ballenger Highway,Flint,MI,48504,43.026387210809,-83.730569837629,,2013,,"https://www.causeiq.com/organizations/masjidil-mustakeem,300655896/",30.0,82.0,,,1727.0,census_geocoder,38719,30.869345463735154,2.30
1928,Noor Unity Center,2776 Flushing Road,Flint,MI,48504,43.023957068631,-83.729749502055,,,,https://kalamazooislamiccenter.com/islamicschool/,30.0,76.0,,,2925.0,census_geocoder,38719,30.869345463735154,2.30
1929,Al-Ihsaan Mosque,3401 Saginaw Street,Flint,MI,48505,43.046230260933,-83.693885902895,,2007,,"https://www.causeiq.com/organizations/masjid-al-ihsaan,205068439/",30.0,43.0,,,1599.0,census_geocoder,33283,39.35660124888493,2.35
1930,"The Muslim House, Inc.",804 Martin Luther King Ave,Flint,MI,48505,43.022971849869,-83.69662707201,,2021,,https://flintbeat.com/the-muslim-house-offers-glimpse-into-islams-history-in-flint/,47.0,70.0,,,2201.0,census_geocoder,33283,39.35660124888493,2.35
1931,As-Siddiq Institute & Mosque,4417 Saginaw Street,Burton,MI,48529,42.984318,-83.6748529,,2001,,https://www.facebook.com/groups/MawlanaShaykhHisham/posts/193126725343082/,,42.0,,,955.0,nominatim,41333,26.091184096802074,2.28
1932,Dyewood Islamic Center,5270 South Dyewood Drive,Flint,MI,48532,43.010006614864,-83.783977622656,,,,,,15.0,,,2887.0,census_geocoder,61998,13.951559389515594,2.25
1933,Omar Mosque,4566 Beecher Road,Flint,MI,48532,43.030315185345,-83.765472259037,,,,,31.0,9.0,,,2908.0,census_geocoder,61998,13.951559389515594,2.25
1934,Ahlulbayt Islamic Center - Saginaw,845 Bridgeview South,Saginaw,MI,48604,43.489827230539,-83.930995403156,,2004,,"https://www.causeiq.com/organizations/islamic-center-mu-min,383436487/",,1.0,,,2927.0,census_geocoder,53042,30.129810976998407,2.19
1935,Islamic Center of Saginaw,4330 North Center Road,Saginaw,MI,48604,43.470728053833,-84.014943239095,,,,No website,,0.0,,,3457.0,census_geocoder,53042,30.129810976998407,2.19
1936,Islamic Center of Saginaw,114 North 4th Avenue,Saginaw,MI,48607,43.432088551959,-83.928963741461,,1978,,https://www.icsaginaw.org/about-the-islamic-center/,,53.0,,,1337.0,census_geocoder,37973,27.317983820784068,2.26
1937,Islamic Center of Midland,1801 North Stark Road,Midland,MI,48642,43.661686562728,-84.310034923045,,2012,,https://www.ourmidland.com/news/article/New-Islamic-Center-in-Midland-hosts-community-6973581.php,,1.0,,,729.0,census_geocoder,77847,9.191044776119403,2.37
1938,Islamic Center of East Lansing,920 South Harrison Road,East Lansing,MI,48823,42.724371189573,-84.493968141486,,1979,,https://www.facebook.com/media/set/?set=a.10152609979701897.1073741844.161267091896&type=3,,56.0,,,669.0,census_geocoder,52018,32.192038057085625,2.24
1939,Islamic Center of Mt. Pleasant,907 Mcvey St,Mt. Pleasant,MI,48858,43.584014879759,-84.765718556279,,1979,,https://icmp-mi.org,,85.0,,,1295.0,census_geocoder,51267,25.85323799381307,2.25
1940,Zahraa institute,4133 Okemos Road,Okemos,MI,48864,42.700678670167,-84.432440872859,,,,No website,,20.0,,,3458.0,census_geocoder,121103,5.850883152173913,2.65
1941,Islamic Center of Lansing,1120 North Pennsylvania Avenue,Lansing,MI,48906,42.746219797124,-84.537694664402,,1979,,https://www.facebook.com/media/set/?set=a.10152609979701897.1073741844.161267091896&type=3,38.0,80.0,,,418.0,census_geocoder,64315,20.48788079212543,2.31
1942,Wali Mahmoud Islamic Center,235 Lahoma Street,Lansing,MI,48915,42.735247055707,-84.570463592017,,1975,,https://prayersconnect.com/mosques/84022989-wali-mahmoud-islamic-center-lansing-michigan-united-states,46.0,63.0,,,2229.0,census_geocoder,54465,17.461340206185564,2.16
