Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score,NND,NRI,Reference_ID,geocode_method
2426,Muslim Center of New Jersey,449 Tennent Road,Marlboro Township,NJ,7751,40.337274267623,-74.293659393341,,,,,,7,,,3585.0,census_geocoder
2427,Islamic Society of North Jersey Flanders,11 Deerfield Place,Mount Olive,NJ,7836,40.830163681409,-74.707248721321,,,,,,61,,,3551.0,census_geocoder
2428,Bosniak Community Center,63 U.S. 46,Hackettstown,NJ,7840,40.858040535061,-74.850117271423,,,,,,18,,,3594.0,census_geocoder
2429,Islamic Society of North Jersey,354 US Hwy 46 W,Hackettstown,NJ,7840,,,,1999,,https://isnj.net/about-us/,,28,,,292.0,
2430,Islamic Center of Morris County,1 Mannino Dr.,Rockaway,NJ,7866,40.894264797386,-74.519113202069,,-,Information Without Year,,,51,,,1292.0,census_geocoder
2431,Islamic Center of Warren County,38 Kinnaman Avenue,Washington,NJ,7882,40.765095789984,-74.993471653131,,,,,,20,,,3534.0,census_geocoder
2432,Islamic Society of Basking Ridge,124 Church St,Basking Ridge,NJ,7920,40.665765887343,-74.582261128072,,2021,,"https://www.causeiq.com/organizations/isbr-foundation,352666497/",,28,,,1450.0,census_geocoder
2433,GCLEA,5 Esterbrook Lane,Cherry Hill Township,NJ,8003,39.9140235,-74.9689217,,,,,,46,,,3566.0,nominatim
2434,Islamic Community Of South Jersey,402 Tansboro Road,Berlin,NJ,8009,39.7613639,-74.9164167,,,,,,20,,,3568.0,nominatim
2435,Al-Manar Masjid and Learning Center,1125 South Black Horse Pike,Gloucester Township,NJ,8012,39.787413772593,-75.057048344092,,,,,,35,,,3598.0,census_geocoder
2436,Islamic Academy Of Burlington County,613 Sunset Road,Burlington,NJ,8016,40.049847151054,-74.863297289698,,,,,,22,,,3572.0,census_geocoder
2437,Selimiye Camii,203 Fountain ave,Burlington,NJ,8016,40.061416116257,-74.848210908587,,1990,,"https://www.causeiq.com/organizations/nj-burlington-county-muslim-association,222976622/",,34,,,2159.0,census_geocoder
2438,MUNA Center of South Jersey (MCSJ) - Masjid As-Salaam,400 Erial Road,Pine Hill,NJ,8021,39.789786385456,-74.99033351478,,,,,,55,,,3531.0,census_geocoder
2439,Ad-Dawah Center of New Jersey,3191 U.S. 206,Mansfield,NJ,8022,40.090876550076,-74.714315692864,,,,,,11,,,3584.0,census_geocoder
2440,Masjid Shahada,2648 U.S 206,Columbus,NJ,8022,,,,1990,,https://masjidshuhada.org/about/,,21,,,1960.0,
2441,Glassboro Islamic Center,101 Liberty Street,Glassboro,NJ,8028,39.703538847661,-75.103778645598,,,,,,62,,,3593.0,census_geocoder
2442,Al Bayan Islamic Learning Center,20 Braisington Avenue,Bellmawr,NJ,8031,39.867481156735,-75.075290301969,,,,,,66,,,3565.0,census_geocoder
2443,Association of Bosniaks of Delaware Valley Philadelphia,2835 Creek Road,Hainesport,NJ,8036,39.978267973174,-74.851607083078,,,,,,38,,,3595.0,census_geocoder
2444,Voorhees Islamic Center,3 Lafayette ave,Voorhees,NJ,8043,39.816259307969,-74.945614420043,,2006,,https://www.inquirer.com/philly/news/local/20080219_A_bridge_between_faiths.html,,39,,,2227.0,census_geocoder
2445,Masjid Free Haven,280 Ashland ave,Lawnside,NJ,8045,39.861364568605,-75.024567719564,,1999,,https://www.mapquest.com/us/new-jersey/masjid-free-haven-950669,,30,,,1867.0,census_geocoder
2446,Al-Nasr Mosque,500 Bridge Street,Willingboro,NJ,8046,40.004927155404,-74.869494414554,,,,,,16,,,3539.0,census_geocoder
2447,Hamidiye Mosque,411 Beverly - Rancocas Road,Willingboro,NJ,8046,40.020878633671,-74.895311459838,,,,,,31,,,3540.0,census_geocoder
2448,Turkish American Community Center,101 North Lenola Road,Moorestown,NJ,8057,39.958882155237,-74.979803237394,,,,,,48,,,3552.0,census_geocoder
2449,Islamic Center of South Jersey,612 Garfield ave,Palmyra,NJ,8065,40.004128044584,-75.020550210023,,1980,,https://www.icsjmasjid.org/about,,72,,,1347.0,census_geocoder
2450,Bait Al Qayem Mosque,337 Conrow Road,Delran,NJ,8075,40.012176111213,-74.939751926055,,1971,,https://www.bqnj.org/who-we-are/,,41,,,782.0,census_geocoder
2451,Al Minhal Academy of Washington Township,438 Ganttown Road,Washington Township,NJ,8080,39.741650207516,-75.072160960158,,,,,,50,,,3535.0,census_geocoder
2452,Westville Islamic Comm Center Masjid (House of Peace),1420 Pilgrim ave,Westville,NJ,8096,39.858418901393,-75.142771951259,,2002,,https://prayersconnect.com/mosques/84067137-house-of-peace-westville-islamic-community-center-woodbury-new-jersey-united-states,,30,,,2234.0,census_geocoder
2453,Admiral Family Community Center,1268 Park Blvd.,Camden,NJ,8103,39.9342425,-75.1053918,,-,No Basic Information,,49,71,,,846.0,nominatim
2454,Masjid Muhammad Abdul Wahab,1032 Spruce st,Camden,NJ,8103,39.935899208324,-75.109703139279,,2002,,https://camdenmasjidmaw.wordpress.com/,58,65,,,178.0,census_geocoder
2455,Quba School And Islamic Center,1311 Haddon ave,Camden,NJ,8103,39.9266209,-75.0951217,,1985,,https://www.facebook.com/qubaislamiccenter/,43,78,,,2142.0,nominatim
2456,Masjidun Nur Inc,1231 Mechanic st,Camden,NJ,8104,39.930604797898,-75.10413085279,,-,Information Without Year,https://www.mapquest.com/us/new-jersey/masjidun-nur-inc-980009,44,76,,,2026.0,census_geocoder
2457,Imam Ali Masjid,5801 Magnolia Avenue,Pennsauken,NJ,8109,39.94285685405,-75.051878833381,,,,,,65,,,3542.0,census_geocoder
2458,Atlantic County Darus Salam Academy,242 West White Horse Pike,Galloway,NJ,8205,39.463717818266,-74.553366226088,,,,,,36,,,3592.0,census_geocoder
2459,Masjid Baitul Nasr,101 East West Jersey Avenue,Pleasantville,NJ,8232,39.389784195124,-74.520182016482,,,,,45,73,,,3543.0,census_geocoder
2460,Medina Mosque and Islamic center,1514 North Main Street,Pleasantville,NJ,8232,39.414146304045,-74.503328207564,,,,,35,26,,,3544.0,census_geocoder
2461,Masjid Al-Taqwe Inc.,3052 English Creek Avenue,Egg Harbor Township,NJ,8234,39.425998749944,-74.613740609813,,,,,,35,,,3559.0,census_geocoder
2462,Garden State Islamic Center,22 Coral ave,Bridgeton,NJ,8302,39.426880221135,-75.216503294056,,2011,,https://www.gsicnj.org,,35,,,1112.0,census_geocoder
2463,Garden State Islamic Center - New Jersey,24 Coral Avenue,Bridgeton,NJ,8302,39.426924908157,-75.21650908022,,,,,,35,,,3571.0,census_geocoder
2464,Murat Mosque,379 Monroeville Road,Upper Pittsgrove,NJ,8343,39.629746738646,-75.163722855064,,,,,,6,,,3532.0,census_geocoder
2465,Garden State Islamic Center,700 Bird Street,Vineland,NJ,8360,39.496690146745,-75.070823126422,,,,,,1,,,3533.0,census_geocoder
2466,Islamic Center of Atlantic City,16 N Florida Ave,Atlantic City,NJ,8401,39.356757023926,-74.442123653802,,-,Information Without Year,,56,92,,,2699.0,census_geocoder
2467,Masjid Al-Taqwa,3536 Atlantic ave,Atlantic City,NJ,8401,39.351494237325,-74.45246344774,,1994,,https://thigmos.com/masjid-altaqwa-atlantic-city-20/about,,83,,,1768.0,census_geocoder
2468,Masjid Furqaan,1208-B Atlantic ave,Atlantic City,NJ,8401,39.362959043125,-74.425840675506,,2013,,"https://www.causeiq.com/organizations/masjid-al-furqaan,275073583/",55,91,,,1868.0,census_geocoder
2469,Masjid Mohammed,300 N Albany Ave,Atlantic City,NJ,8401,39.354399066884,-74.457393436275,,2000,,"http://www.mmacinc.org/2018-fundraising-drive.html#:~:text=Our%20Journey%20to%20the%20way%20of%20Ahlus%20Sunnah%20wal%20Jama'ah&text=Masjid%20Muhammad%20was%20a%20small,the%20backbone%20of%20any%20community.",34,14,,,837.0,census_geocoder
2470,Masjid Muhammad Islamic Center,300 N Albany ave,Atlantic City,NJ,8401,39.354399066884,-74.457393436275,,2007,,"https://www.causeiq.com/organizations/masjid-muhammad-of-atlantic-city,743181629/",34,14,,,1917.0,census_geocoder
2471,Masjid Al-Hira,2426 Atlantic Avenue,Atlantic City,NJ,8402,39.356837713159,-74.44096308401,,2001,,https://www.bangladeshcircle.com/bangladesh-business-directory/35732/masjid-al-hera/,56,92,,,671.0,census_geocoder
2472,Alkhairia Islamic Center,200 South 2nd Street,Fieldsboro,NJ,8505,40.136965648573,-74.730917392833,,,,,,38,,,3575.0,census_geocoder
2473,Dar E Hussain,72Hogback Rd,Bordentown,NJ,8505,40.151811046921,-74.68242016456,,,,,,23,,,3570.0,census_geocoder
2474,Institute For Islamic Studies,379 Princeton Highstown rd Bldg 2 Suite 1,East Windsor,NJ,8512,,,,2018,,https://www.facebook.com/share/p/1Dkjch7Ljk/?mibextid=wwXIfr,,17,,,1159.0,
2475,Muslim Center of Greater Princeton,2030 Old Trenton Rd,West Windsor Township,NJ,8550,40.281284229857,-74.570417576983,,1995,,https://prayersconnect.com/mosques/84047332-muslim-center-of-greater-princeton-west-windsor-twp-new-jersey-united-states,,37,,,2510.0,census_geocoder
2476,Muslim Center of Greater Princeton,2030 Old Trenton Road,West Windsor Township,NJ,8550,40.281284229857,-74.570417576983,,,,,,37,,,3538.0,census_geocoder
2477,Masjidut Taqwa,1001 East State Street,Trenton,NJ,8609,40.224800322584,-74.743170956008,,2000,,,47,64,,,187.0,census_geocoder
2478,Islamic Center of Ewing,685 Parkway Avenue,Trenton,NJ,8618,40.248230674931,-74.786048439146,,2005,,https://www.icoewing.org/about,,58,,,1236.0,census_geocoder
2479,Istijabah Masjid,4 Montgomery Place,Trenton,NJ,8618,40.227871682251,-74.779201331665,,2001,,https://istijabah.org/about-ima/,42,64,,,367.0,census_geocoder
2480,Masjid As Saffat,25 Oxford st,Trenton,NJ,8618,40.228226683942,-74.759562387651,,1980,,,45,69,,,158.0,census_geocoder
2481,Masjid Al Uthaymeen,39 East Paul Avenue,Trenton,NJ,8638,40.23444868868,-74.756277321929,,-,Information Without Year,(609) 503-5148,38,72,,,368.0,census_geocoder
2482,Islamic Circle of Mercer County,336 Lawrence Station rd,Lawrenceville,NJ,8648,40.272071074528,-74.684983990227,,2000,,https://icmcmasjid.org/about-us/,,5,,,1386.0,census_geocoder
2483,Al-Mustafa Islamic Center/Islamic Center of Ocean County,2116 Whitesville rd,Toms River,NJ,8755,40.038827608381,-74.24358572567,,2008,,https://www.nj.com/news/2008/04/islamic_center_opens_in_ocean.html,,43,,,150.0,census_geocoder
2484,Masjid Bilal,1733 Route 9,Toms River,NJ,8755,40.013535,-74.2174658,,1998,,https://www.nj.com/opinion/2022/07/growing-mosque-as-busy-as-its-location-on-shore-highway-faith-matters.html,,39,,,1843.0,nominatim
2485,Jamia Masjid Assalam,1 South Main Street,Toms River,NJ,8757,39.950146383661,-74.19972991244,,,,,,70,,,3546.0,census_geocoder
2486,Al Falah Center,881 US-206,Bridgewater,NJ,8807,40.5848646,-74.622274,,2022,,https://alfalahcenter.org/our-story/,,21,,,2514.0,nominatim
2487,Al-Masjid al-Zainee,349 Dunhams Corner Rd,East Brunswick Township,NJ,8816,40.412886896496,-74.444353815651,,2004,,https://patch.com/new-jersey/eastbrunswick/directory/listing/162488/dawoodi-bohras-of-new-jersey,,8,,,481.0,census_geocoder
2488,Anjuman-e-Burhani New Jersey,341 Dunhams Corner Road,East Brunswick,NJ,8816,40.413680510104,-74.443119624558,,,,,,7,,,3554.0,census_geocoder
2489,Iqra Community Services,402 New Brunswick Ave,East Brunswick,NJ,8816,40.415248000304,-74.410682512238,,2021,,https://www.icebnj.net/construction-updates/,,56,,,1161.0,census_geocoder
2490,Edison Muslim Community Center (EMCC),91 Jefferson Boulevard,Edison,NJ,8817,40.505739615935,-74.404278441899,,,,,,64,,,3561.0,census_geocoder
2491,Jamia Musallah,157 Plainfield ave,Edison,NJ,8817,40.507564934887,-74.399747240781,,2008,,https://prayersconnect.com/mosques/84079864-jamia-musallah-edison-new-jersey-united-states,,77,,,1509.0,census_geocoder
2492,Tawheed Daawah Center Piscataway,6 Kilmer Road,Edison,NJ,8817,40.520569883602,-74.414989932527,,,,,,53,,,3558.0,census_geocoder
2493,Al-Wali Community Center,9 Olsen Avenue,Edison,NJ,8820,40.566536065016,-74.387562496857,,,,,,23,,,3557.0,census_geocoder
2494,Al-Wali Mosque,10 Olsen Ave,Edison,NJ,8820,40.566532957258,-74.387713288839,,2011,,https://masjidalwali.org/about-us/,,23,,,2511.0,census_geocoder
2495,Islamic Center of Hunterdon County,39 Mine Street,Flemington,NJ,8822,40.507777163506,-74.861954608312,,2018,,https://www.ichcnj.org/building-project.html,,79,,,1258.0,census_geocoder
2496,Monroe Islamic Center (MIC),200 Buckelew Avenue,Jamesburg,NJ,8831,40.346702526968,-74.43312655725,,,,,,71,,,3589.0,census_geocoder
2497,Muslim Center of Somerset,26 New Amwell Road,Hillsborough Township,NJ,8844,40.506364929563,-74.646919250023,,,,,,63,,,3597.0,census_geocoder
2498,Islamic Society of Central Jersey,4145 Us 1,Monmouth Junction,NJ,8852,40.3878197,-74.5711676,,1983,,https://next.archnet.org/sites/14725,,44,,,103.0,nominatim
2499,Iqra Academy,1032 Stelton Road,Piscataway Township,NJ,8854,40.551446751289,-74.43237764993,,-,Information Without Year,(848)-367-2700,,58,,,421.0,census_geocoder
2500,Muslim Center of Middlesex County,1000 Hoes Lane,Piscataway,NJ,8854,40.541681,-74.4725776,,1997,,https://www.mcmcnj.org,,18,,,2081.0,nominatim
2501,Bait-ul-Hadi Mosque,27 South Street,Old Bridge,NJ,8857,40.38546776695,-74.343682342009,,-,Information Without Year,(732) 360-2001,,12,,,668.0,census_geocoder
2502,Masjid Sadar & Community Center,216 Ernston Road,Parlin,NJ,8859,40.457623839371,-74.304092271534,,2021,,"https://www.nj.com/news/2023/04/mosque-fined-692k-for-zoning-violations-working-with-nj-town-to-reopen-officials-say.html#:~:text=The%20facility%20opened%20in%20September%20of%202021,on%20the%20property%2C%20according%20to%20the%20borough.",,65,,,762.0,census_geocoder
2503,Masjid Sadar Taraweeh,298 Ernston Road,Sayreville,NJ,8859,40.455546984048,-74.29945896068,,,,,,63,,,3548.0,census_geocoder
2504,Muslim Community of New Jersey (MCNJ),15 South 2nd Street,Fords,NJ,8863,40.530205486083,-74.315015121983,,1992,,https://mcnjonline.com/,,79,,,197.0,census_geocoder
2505,Masjid Jamaatul Haq,385 Lewis Street,Franklin Township,NJ,8873,40.491494442898,-74.47700939905,,,,,,74,,,3590.0,census_geocoder
2506,Masjid-e-Ali,47 Cedar Grove Lane,Somerset,NJ,8873,40.531068346335,-74.512149249477,,2010,,https://www.masjid-e-ali.org/the-masjid/,,33,,,185.0,census_geocoder
2507,Muhammad Mosque #85,610 Hamilton Street,Franklin Township,NJ,8873,40.492806192576,-74.469105827539,,,,,,78,,,3591.0,census_geocoder
2508,Muslim Center of Somerset County,63 Southside ave,Somerville,NJ,8876,40.561893762714,-74.610505666197,,2020,,https://www.mcscmasjid.org/new-masjid-update,,57,,,2083.0,census_geocoder
2509,Islamic Center of South River,8 Thomas Street,South River,NJ,8882,40.45140096962,-74.382214659968,,,,,,82,,,3549.0,census_geocoder
2510,MAS Youth Center of New Jersey,445 Georges Road,North Brunswick Township,NJ,8902,40.473143974735,-74.449135345255,,,,,,61,,,3528.0,census_geocoder
2511,New Brunswick Islamic Center,1330 Livingston Ave,North Brunswick Township,NJ,8902,40.46289125349,-74.477704068806,,1987,,https://us.mohid.co/nj/njrgn/nbic,,54,,,2515.0,census_geocoder
2512,Islamic Center of New Mexico (ICNM),1100 Yale Blvd SE,Albuquerque,NM,87106,35.068620612713,-106.621997438465,,1986,,https://www.archnet.org/sites/10606,30,49,,,2518.0,census_geocoder
2513,Mahdavi Center,524 Chama st Se,Albuquerque,NM,87108,35.070372022115,-106.566372435468,,2011,,"https://www.causeiq.com/organizations/new-mexico-mahdavi-islamic-association,421667284/",41,68,,,1540.0,census_geocoder
2514,Al Zahra Islamic Center,10810 Menaul Blvd NE,Albuquerque,NM,87112,35.108883048735,-106.520383786396,,2023,,https://imam-us.org/grand-opening-of-al-zahra-center-albuquerque-nm,28,85,,,2848.0,census_geocoder
2515,Albuquerque Islamic Center,8900 Menaul Blvd NE,Albuquerque,NM,87112,35.109130426328,-106.543241317359,,2014,,https://www.abqislamiccenter.org/about-us,32,65,,,2519.0,census_geocoder
2516,House of Belief Dar Al Iman Islamic center,10832 Prospect Ave NE,Albuquerque,NM,87112,35.107093573127,-106.520610815535,,2018,,"https://www.causeiq.com/organizations/house-of-belief-dar-al-iman,823432803/",28,85,,,2524.0,census_geocoder
2517,Gallup Islamic Center,3100 E Hwy 66,Gallup,NM,87301,,,,-,Information Without Year,https://gallup-islamic-center.edan.io/,,29,,,732.0,
2518,Al Rahma Mosque,418 W San Mateo Rd,Santa Fe,NM,87505,35.663281742316,-105.951944268328,,-,Information Without Year,https://prayersconnect.com/mosques/84027390-masjid-al-rahma-santa-fe-new-mexico-united-states,,48,,,2521.0,census_geocoder
2519,Muslim Society of Northern New Mexixo,839 Camino Sierra Vista Suite 1,Sante Fe,NM,87505,35.680005424884,-105.953651203129,,2005,,"https://www.causeiq.com/organizations/the-muslim-society-of-northern-new-mexico,141938894/",,90,,,2105.0,census_geocoder
2520,Dar al Islam,342 Co Rd 155,Abiquiu,NM,87510,36.223051489726,-106.303093028136,,1979,,,,0,,,2522.0,census_geocoder
2521,Dar-Al-Islam,1621 County rd 155,Abiquiu,NM,87510,36.211488398489,-106.331619058336,,1979,,https://www.archnet.org/sites/10605,,0,,,1060.0,census_geocoder
2522,Ibrahim Mosque,919 Central Avenue,Los Alamos,NM,87544,35.881185609284,-106.295233723531,,-,No Basic Information,,,62,,,2847.0,census_geocoder
2523,Khadeeja Mosque,500 Don Fernando Rd,Taos,NM,87571,,,,-,Information Without Year,https://prayersconnect.com/mosques/84080137-musalla-khadeeja-taos-new-mexico-united-states,,41,,,2526.0,
2524,Masjid Khadijah,507 Ranchitos rd,Taol,NM,87571,36.405548413969,-105.586138521033,,1920,,https://learnislam.sg/mosque/khadijah-mosque/,,41,,,1904.0,census_geocoder
2525,Islamic Center Of Socorro,1208 El Camino Real St #1204,Socorro,NM,87801,34.074495225986,-106.89934683131,,2022,,"https://www.causeiq.com/organizations/islamic-center-of-socorro-new-mexico,880966742/",,28,,,2523.0,census_geocoder
2526,Las Cruces Islamic Center,1025 S Solano Dr.,Las Cruces,NM,88001,32.302662538783,-106.763192508372,,2019,,"https://newmexicohumanities.org/a-muslim-fitting-into-new-mexico/#:~:text=Islam%20is%20not%20a%20new,Center%20(SNMIC)%20in%202019.",,74,,,217.0,census_geocoder
2527,Masjid Alhuda/Southern New Mexico Islamic Center (SNMIC),1065 E Boutz Rd,Las Cruces,NM,88001,32.295404366197,-106.762411354174,,2019,,"https://www.causeiq.com/organizations/southern-new-mexico-islamic-center,834714228/",,70,,,2520.0,census_geocoder
2528,The Golden Mosque,902 Mitchell St,Clovis,NM,88101,34.406890131839,-103.206719409381,,-,Information Without Year,https://prayersconnect.com/mosques/84092055-the-golden-mosque-clovis-new-mexico-united-states,,66,,,2525.0,census_geocoder
2529,Al-Rahman Mosque,927 E McGaffey St,Rosewell,NM,88203,33.379831108271,-104.50976362986,,2013,,https://al-rahman.org/about-us/,,10,,,2846.0,census_geocoder
2530,Amirana Community Center,6170 West Viking Road,Las Vegas,NV,89103,36.118182228361,-115.226291701502,,,,https://www.mapquest.com/us/nevada/amirana-community-center-781939261,43,59,,,3371.0,census_geocoder
2531,Tawheed Mosque,6180 W Viking Rd,Las Vegas,NV,89103,36.118184974371,-115.226482548398,,-,Information Without Year,https://www.instrumentl.com/990-report/masjid-tawheed,43,59,,,2497.0,census_geocoder
2532,As-Sabur Mosque,711 Morgan Ave,Las Vegas,NV,89106,36.180198421016,-115.150849964047,,1975,,https://en.wikipedia.org/wiki/Masjid_As-Sabur,49,54,,,2498.0,census_geocoder
2533,Muhammad Mosque 75,1402 D St,Las Vegas,NV,89106,36.18604858503,-115.147050018481,,1992,,https://mosques.cmac.ws/muhammad-mosque-75/1134/,40,45,,,2501.0,census_geocoder
2534,Baitul Tawheed Mosque Mezquita,6574 W Cheyenne Ave,Las Vegas,NV,89108,36.217865233966,-115.237418888297,,-,Information Without Year,https://prayersconnect.com/mosques/84046724-baitul-tawheed-mosque-mezquita-las-vegas-nevada-united-states,,71,,,2502.0,census_geocoder
2535,Las Vegas Ahmadi Muslim Jamaat,6574 West Cheyenne Avenue,Las Vegas,NV,89108,36.217865233966,-115.237418888297,,,,https://www.facebook.com/lasvegasAhmadiyya/,40,71,,,3373.0,census_geocoder
2536,MASJID IBRAHIM MOSQUE,3788 N Jones Blvd,Las Vegas,NV,89108,36.226903213554,-115.225567082957,,2016,,https://religionnews.com/2019/12/10/mission-accomplished-how-one-woman-built-the-mosque-of-her-dreams-in-vegas/,37,41,,,2496.0,census_geocoder
2537,Hussainya Center of Las Vegas,3090 South Durango Drive,Las Vegas,NV,89117,36.133226610985,-115.278865205176,,,,https://www.hussainya.org/,0,5,,,3372.0,census_geocoder
2538,Masjid Nejashi | Darul Iman Ethiopian Muslim Community,6036 Ponderosa Way,Las Vegas,NV,89118,36.080080865704,-115.223739521077,,2008,,"https://www.causeiq.com/organizations/darul-iman-ethiopian-muslim-community,421747732/",29,23,,,2504.0,census_geocoder
2539,Islamic Information Center - Al-Noor Mosque,1610 E Russell Rd,Las Vegas,NV,89119,36.089001439379,-115.132073643167,,2002,,https://iiclasvegas.org/about-iic/,42,42,,,2499.0,census_geocoder
2540,Islamic Society of Nevada/Jamia mosque,4730 E Desert Inn Rd,Las Vegas,NV,89121,36.129670013212,-115.071299513557,,1993,,https://lasvegasmasjid.com/our-community/,45,61,,,277.0,census_geocoder
2541,Omar Haikal Islamic Academy -OHIA,485 East Eldorado Lane,Las Vegas,NV,89123,36.053271435842,-115.152509217712,,2010,,https://omarhaikalmasjid.com/about-us/,42,34,,,3375.0,census_geocoder
2542,Omar Haikal Islamic Academy -OHIA/Islamic Foundation of Nevada,485 E Eldorado Ln,Las Vegas,NV,89123,36.053271435842,-115.152509217712,,2010,,https://omarhaikalmasjid.com/about-us/,42,34,,,2503.0,census_geocoder
2543,Irfaniye Academy,2810 South Rainbow Boulevard,Las Vegas,NV,89146,36.1576679,-115.2437623,,1980,,https://www.irfaniyeacademy.com/about,37,77,,,3374.0,nominatim
2544,Ahl Albayt Center of Nevada (ACON) in Las Vegas (Shia Islamic Center),4785 South Durango Drive,Las Vegas,NV,89147,36.102267288859,-115.279274069648,,2012,,https://www.aconlv.org/,38,46,,,3370.0,census_geocoder
2545,Northern Nevada Muslim Community Center/Islamic Center of Reno,1857 Oddie Blvd.,Sparks,NV,89431,39.545419214995,-119.768685923221,,1992,,https://nnmcc.org/founders/,,73,,,2500.0,census_geocoder
2546,Mosque of Carson City,2990 US-50,Carson City,NV,89701,39.176479429573,-119.733912263245,,-,No Basic Information,https://mosquesusa.com/mosques-in-nevada/,,65,,,2056.0,census_geocoder
2547,Assafa Islamic Center Inc,172 Eldridge St,New York,NY,10002,40.720263546337,-73.990802992865,,1996,,https://assafaislamiccenter.org/about-aic/,100,100,,,2527.0,census_geocoder
2548,Madina Masjid,401 E 11th St,New York,NY,10009,40.729405928437,-73.983905219574,,1976,,https://urbanarchive.org/city/ny/post/9258537b-dcd4-4d0e-ba9a-5d7f367a28a0,100,100,,,121.0,census_geocoder
2549,The Islamic Center of New York City,350 6th Avenue,New York,NY,10011,40.732169193304,-74.000529680304,,,,,100,100,,,3861.0,census_geocoder
2550,Islamic Center at NYU,238 Thompson Street,New York,NY,10012,40.729873,-73.9982295,,1978,,"https://iric.org/islamic-center-at-new-york-university-icnyu/#:~:text=Established%20in%201978%2C%20the%20Islamic,at%20intellectual%20and%20spiritual%20crossroads.",100,99,,,330.0,nominatim
2551,Nur Ashki Jerrahi Community,245 West Broadway,New York,NY,10013,40.71977096772,-74.005790602959,,,,,100,100,,,3862.0,census_geocoder
2552,Islamic Center of New York University,238 Thompson St,New York,NY,10014,40.729873,-73.9982295,,1978,,https://iric.org/islamic-center-at-new-york-university-icnyu/,100,99,,,1302.0,nominatim
2553,"Ismaili Jamatkhana, Manhattan",160 East 35th Street,New York,NY,10016,40.746738878032,-73.978613839172,,,,,100,100,,,3886.0,census_geocoder
2554,Masjid Ar-Rahman,15 West 29th Street,New York,NY,10016,40.745745327926,-73.9877461124,,2020,,https://masjidarrahmannyc.org/about-us/,100,100,,,308.0,census_geocoder
2555,Masjid Awliya of Allah,327 W 36th st,New York,NY,10018,40.754440710224,-73.994615453205,,2015,,https://en.halalguide.me/manhetten/mechet/masjid-awliya-of-allah,100,99,,,2532.0,census_geocoder
2556,Islamic Society of Mid Manhattan/Masjid Uthman Bin Affan,154 E 55th St,New York,NY,10022,40.759304973688,-73.96947964183,,1999,,https://www.masnewyork.org/massi,100,100,,,2528.0,census_geocoder
2557,Uthman Bin Affan Mosque,154 East 55th Street,New York,NY,10022,40.759304973688,-73.96947964183,,,,,100,100,,,3860.0,census_geocoder
2558,Islamic Cultural Center Riverside Drive,1 Riverside Dr,New York,NY,10023,40.78035295621,-73.985583202675,,1991,,https://en.wikipedia.org/wiki/Islamic_Cultural_Center_of_New_York,100,70,,,2530.0,census_geocoder
2559,Annur Islamic Center,213 E 111th st,New York,NY,10026,40.79467301252,-73.941985905871,,-,Information Without Year,,100,99,,,949.0,census_geocoder
2560,Masjid Al-Aqsa,2136 8th ave,New York,NY,10026,40.803955844201,-73.955618580275,,1996,,https://aqsasalam.org/home-8068,100,94,,,1647.0,census_geocoder
2561,Masjid Malcolm Shabazz,102 West 116th St,New York,NY,10026,40.802285819532,-73.950462922423,,1956,,https://www.themasjidmalcolmshabazz.com/about-us.php,100,97,,,175.0,census_geocoder
2562,Mosque of Islamic Brotherhood,130 E 113th st,New York,NY,10026,40.800659634331,-73.952611049637,,1967,,https://www.facebook.com/groups/mibvillage/posts/6951347048299032/,100,99,,,2059.0,census_geocoder
2563,Harlem Islamic Center,2001 Adam Clayton Powell Junior Boulevard,New York,NY,10027,40.805807226816,-73.950551225812,,,,,100,98,,,3916.0,census_geocoder
2564,Muhammad Mosque No. 7,106-08 West 127th Street,New York,NY,10027,40.809118246317,-73.944807135865,,,,,100,99,,,3864.0,census_geocoder
2565,Al Islah Islamic cultural center INC,1795 Lexington Avenue,New York,NY,10029,40.795672563756,-73.943688336643,,,,,100,99,,,3918.0,census_geocoder
2566,Islamic Cultural Center of New York,1711 3rd Avenue,New York,NY,10029,40.785214596645,-73.949228021004,,1991,,https://www.icc-ny.us/about-us/,100,99,,,536.0,census_geocoder
2567,Islamic Cultural Center of New York (ICCNY),1711 3rd Avenue,New York,NY,10029,40.785214596645,-73.949228021004,,,,,100,99,,,3917.0,census_geocoder
2568,Islamic Cultural Center School,222 East 97th Street,New York,NY,10029,40.785601187108,-73.948324024371,,,,,100,,,,3915.0,census_geocoder
2569,Masjid Aqsa-Salam,1629 Park Avenue,New York,NY,10029,40.798930591321,-73.943423763779,,,,,100,99,,,3868.0,census_geocoder
2570,MUNA Center of Manhattan Masjid,330 East 106th Street,New York,NY,10029,40.790121605826,-73.941402179309,,,,,100,96,,,3877.0,census_geocoder
2571,Naylul Maraam Islamic Center USA,2157 1st Avenue,New York,NY,10029,40.793227703364,-73.937523688484,,,,,100,96,,,3863.0,census_geocoder
2572,Al-Falah Mosque,2536 Frederick Douglass Boulevard,New York,NY,10030,40.816526315981,-73.946442744847,,,,,100,97,,,3929.0,census_geocoder
2573,Islamic Khadijah Cultural Center,271 West 144th Street,New York,NY,10030,40.8218608574,-73.941532336036,,,,,100,97,,,3888.0,census_geocoder
